obesity_class,Methanobrevibacter,Methanosphaera,Acidobacteriaceae_unclassified,Actinomyces,Varibaculum,Rothia,Bifidobacterium,Gardnerella,Adlercreutzia,Atopobium,Collinsella,Coriobacteriaceae_noname,Eggerthella,Gordonibacter,Olsenella,Slackia,Bacteroides,Bacteroidales_noname,Barnesiella,Coprobacter,Odoribacter,Parabacteroides,Porphyromonas,Alloprevotella,Paraprevotella,Prevotella,Alistipes,Granulicatella,Enterococcus,Lactobacillus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Clostridium,Anaerococcus,Parvimonas,Peptoniphilus,Clostridiales_noname,Flavonifractor,Pseudoflavonifractor,Eubacterium,Anaerostipes,Blautia,Butyrivibrio,Coprococcus,Dorea,Lachnospiraceae_noname,Roseburia,Oscillibacter,Peptostreptococcaceae_noname,Peptostreptococcus,Anaerotruncus,Faecalibacterium,Ruminococcaceae_noname,Ruminococcus,Subdoligranulum,Catenibacterium,Coprobacillus,Erysipelotrichaceae_noname,Holdemania,Solobacterium,Turicibacter,Acidaminococcaceae_unclassified,Acidaminococcus,Phascolarctobacterium,Dialister,Megasphaera,Mitsuokella,Veillonella,Fusobacterium,Leptotrichiaceae_unclassified,Burkholderiales_noname,Oxalobacter,Parasutterella,Sutterella,Sutterellaceae_unclassified,Neisseria,Bilophila,Desulfovibrio,Campylobacter,Helicobacter,Citrobacter,Enterobacter,Escherichia,Klebsiella,Providencia,Aggregatibacter,Haemophilus,Brachyspira,Treponema,Akkermansia,Entamoeba,Archaeoglobaceae_unclassified,Methanocaldococcaceae_unclassified,Granulicella,Tropheryma,Brevibacterium,Corynebacterium,Dermatophilaceae_unclassified,Propionibacteriaceae_unclassified,Propionibacterium,Alloscardovia,Parascardovia,Scardovia,Enterorhabdus,Desulfurobacteriaceae_unclassified,Marinilabiliaceae_unclassified,Butyricimonas,Dysgonomonas,Capnocytophaga,Cellulophaga,Riemerella,Pedobacter,Sphingobacterium,Candidatus_Saccharibacteria_noname,Candidatus_Saccharibacteria_noname_unclassified,Chlamydophila,Chlorobium,Mucispirillum,Deinococcus,Thermus,Alicyclobacillus,Gemella,Staphylococcus,Abiotrophia,Pediococcus,Butyricicoccus,Clostridiaceae_noname,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Clostridiales_Family_XI_Incertae_Sedis_noname,Finegoldia,Anaerofustis,Lachnoanaerobaculum,Marvinbryantia,Oribacterium,Stomatobaculum,Halobacteroidaceae_unclassified,Allobaculum,Bulleidia,Eggerthia,Anaeroglobus,Megamonas,Selenomonas,Asticcacaulis,Caulobacter,Bartonella,Bordetella,Burkholderia,Cupriavidus,Lautropia,Comamonas,Candidatus_Zinderia,Gallionellaceae_unclassified,Chromobacterium,Arcobacter,Succinatimonas,Pseudoalteromonadaceae_unclassified,Spiribacter,Enterobacteriaceae_noname,Hafnia,Pantoea,Proteus,Raoultella,Shigella,Yersinia,Hahellaceae_unclassified,Halomonas,Actinobacillus,Pasteurella,Acinetobacter,Pseudomonas,Sinobacteraceae_unclassified,Sphaerochaeta,Pyramidobacter,Synergistes,Candidatus_Phytoplasma,Spiroplasma,Aspergillaceae_unclassified,Penicillium,Naumovozyma,Saccharomyces,Saccharomycetaceae_unclassified,Schizosaccharomyces,Giardia
0,0.1683,0,0,0,0,0,3.79906,0,0.0883,0,0.41405,0,0.0035,0.03494,0.00622,0,16.49081,3.83364,4.66046,0.03359,1.29904,0.89361,0,0,0,0,18.67653,0,0,0,0,0,0,0.00571,0.00651,0,0,0,0.00082,0.00109,0.01399,12.8095,0.14737,1.01151,0.03526,2.25377,0.78001,0.27365,0.30696,0.72017,0.02087,0,0.40893,1.69821,0.0093,5.24511,20.02232,0,0,0.00104,0.03359,0,0,0,0,0,0,0,0.08529,0,0,0,0.4285,0,0.17229,0,0,0,0.58454,0.00806,0,0,0,0,0.02742,0,0,0,0.00939,0,0,2.42934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.68824,0,0,0,0.31315,0,0,0,0.0036,0,33.5758,0.45177,9.33032,0.07789,1.47744,10.04559,0,0,0,0,5.55251,0,0,0,0,0,0,0.03353,0.01263,0,0,0,0,0.0141,0.02392,3.20986,0.00394,1.54889,0.08516,0.47003,0.26872,0.12831,9.95157,0.56021,0,0.00222,0.04114,9.24545,0.00514,0.64995,4.61864,0,0,0.00158,0.03302,0,0,0.00277,0,0,4.53944,0,0.02318,0.00517,0,0,0,0,0,2.47703,0,0,0.31538,0,0,0,0,0,0,0,0,0,0,0,0,0.11025,0,0,0,0.00527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865,0,0,0,0,0,0,0,0,0.00573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0,0,0
1,0,0,0,0,0,0,3.44564,0,0.01043,0,0.30106,0,0,0.0036,0.00196,0,7.65174,0.19279,2.51993,0.00262,0.8131,2.16907,0,0,1.18977,0,8.44102,0,0,0,0,0,0.00115,0.04955,0.01512,0,0,0,0,0.0007,0.00642,18.28253,0.06783,1.78307,9.99618,2.25074,0.99131,0.70621,1.52841,0.20257,0.06329,0,0.20639,6.81489,0.01395,4.55019,24.63239,0,0,0.26811,0.01919,0,0,0.03257,0,0,0,0,0.05542,0,0,0,0.26516,0,0.05922,0,0,0,0.36212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315,0,0,0,0,0,0,0,0,0,0,0.003,0.00051,0.00325,0,0,0.00517,0,0,0,0,0,0,0,0,0.00685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01067,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.13291,0,0,0,0,0.00024,0.52152,0,0.00088,0,0.13127,0,0,0,0.00366,0,20.18992,0.72206,1.26747,0.05223,0.50703,2.10687,0,0,0.93999,0,7.73017,0.0029,0,0.17524,0,0,0,0.23657,0.00248,0,0,0,0,0,0,6.89734,0.09726,1.35488,26.6036,3.88839,0.41359,0.44203,3.56205,0.14535,0.01426,0,0.37862,6.33126,0.00337,0.51416,10.85855,0,0,0.00397,0.02404,0,0,0.02947,0,0,1.46622,0,0.17488,0.1019,0,0,0.01736,0.04293,0.02358,0.82761,0.1526,0,0.16682,0.33373,0,0,0,0,0.05125,0,0,0,0.08959,0,0,0.13446,0,0,0.00389,0,0,0.01275,0,0,0,0,0,0,0,0,0,0,0.00123,0,0,0.02448,0,0.02053,0,0,0,0,0,0,0.02162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02972,0,0,0.0043,0,0.01292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1.05935,0,0.03371,0.00175,0.20903,0,0.0019,0.00856,0.00108,0,22.06014,0,1.71463,0.01863,0.74504,2.37891,0,0.00224,0,0.00463,1.35472,0.00747,0,0,0,0,0,0.6314,0.05815,0,0,0,0,0.00442,0,15.73565,0.04978,3.61207,0.11935,0.72305,0.88272,0.47968,17.58612,0.14449,0.07546,0,0.25422,9.23659,0.01912,1.06153,5.4237,0,0,0.00496,0.06318,0,0,0,0.52706,0,7.54154,0.03508,0.07709,1.46835,0,0.01709,0.18022,0,0,0,0.03274,0,0,0,0,0,0,0,0.0662,0,0,0.05015,3.94121,0,0,0,0,0,0,0.00438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636,0,0.10789,0,0.09728,0.00209,0,0,0,0,0,0.02859,0,0,0,0,0,0.00499,0,0,0.00184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555,0,0,0,0,0,0,0,0,0.03509,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.00161,0.63299,0,0,0.00287,0.4809,0,0,0,0.0026,0,32.74102,0.12745,0.13384,0.06386,0.22845,3.29593,0,0,1.34074,0,1.17838,0.00404,0,0.61011,0,0.02106,0,0.3014,0.07042,0,0,0,0,0,0,8.70836,0.16034,2.60256,0.07673,0.59281,0.5855,1.90175,12.75167,0.04281,0.25158,0.00098,0.1457,6.53229,0.00202,5.95177,2.03514,0,0,0.84544,0.00859,0.00331,0.0245,0,0,5.74859,0,0.03259,0.02142,3.35449,0.01504,0,0.01013,0,0.00854,2.15797,0,0,0.04991,0.00293,0.00298,0,0,0,0.08263,0,0,0.07149,3.65535,0,0,0.02307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09592,0,0.03827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01085,0,0,0,0,0,0,0.08545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03249,0.01532,0,0.01237,0.00535,0,0,0,0,0,0,0,0,0.00488,0.0004,0,0
0,0,0,0,0,0,0,0.58706,0,0.01839,0,0.67369,0,0.02443,0,0,0,12.64098,0,0,0,1.9265,18.83775,0,0.00271,0,0,31.66909,0,0,0,0,0,0,0.03034,1.63165,0,0,0,0.47709,0.37788,0.05247,0.29138,0.0401,2.95939,0.05654,0.72163,0.24733,0.91819,2.98512,2.639,0.01636,0,0.12205,2.77956,0.04188,0.06036,6.94598,0,0.07379,0.06353,0.14487,0,0,0,0,0,7.43052,0,0.02993,0.0412,0,0,0.1912,0,2.00564,0,0,0,0,0,0,0,0,0,0.1236,0,0,0,0,0,0,0.04413,0,0,0,0.04592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0.01733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.14825,0,0,0,0,0,0.88266,0,0.012,0,0.13981,0,0,0,0.00634,0,11.55114,0,2.3945,0.02585,0.76046,4.79221,0,0,0,0,6.49126,0,0,0,0,0,0,0.01659,0.08885,0,0,0,0.01681,0.01281,0.02276,3.31213,0.02071,1.71508,35.68645,4.00544,0.81355,0.38947,1.69956,0.66397,0.04008,0,0.73837,6.38689,0.01804,2.71881,10.84061,0,0,0.00298,0.03747,0,0,0.14876,0.45088,0,0.0076,0,0.15015,0.02058,0,0,0.12221,0.06216,0.03053,1.74471,0,0,0.0393,0.0254,0,0,0,0,0.19589,0,0,0,0.01472,0,0,0.47917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764,0,0,0,0,0,0,0,0,0.02531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945,0.01365,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.45324,0,0.07295,0,0.39218,0,0,0,0,0,41.6271,0.16407,1.08631,0.00101,0.77087,3.87348,0.09246,0,0,0.09655,2.54205,0.01008,0,0,0,0,0,1.09998,0.58775,0,0,0,0,0,0.00282,9.78821,0.08076,3.35029,0.01804,1.86689,0.9746,0.58051,7.26343,0.45789,0.06541,0,0.25384,8.01824,0.01591,2.425,11.22208,0,0,0,0.05329,0,0,0.01084,0,0,0,0,0.01671,0.11353,0,0,0.07045,0.06184,0.08,0,0.01052,0,0.03079,0,0.03661,0,0,0.10271,0.02148,0,0,0,0.0771,0,0,0.03156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.05166,0,0.0021,0,0,0,0.85675,0,0.00312,0,0.03514,0,0,0,0.00109,0,13.02006,0.61516,0.56125,0.0021,0.93877,1.96481,0,0,1.14212,12.8058,6.22007,0.00467,0,0,0,0,0,0.12465,1.78367,0,0,0,2.15554,0,0.00382,6.3945,0.01804,1.77562,9.85239,0.51693,0.21867,1.29747,2.01821,0.19437,0.01281,0,0.13715,10.94683,0.0035,1.63323,12.29027,0,0.00124,0.38056,0.01287,0,0,0.00439,0,0,8.02126,0,0.07199,0.25015,0,0,0.00631,0.01124,0.03881,1.40515,0,0,0.1266,0.00171,0,0,0,0,0,0,0,0,0.01463,0,0,0,0,0,0,0.00446,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0,0,0.01097,0,0,0,0,0.00741,0,0.01941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654,0,0,0,0,0,0,0,0,0,0,0,0
1,0.02191,0,0,0,0,0,0.25474,0,0,0,0.07915,0,0,0,0,0,1.8933,0.08993,0.48396,0.0051,0.52117,0.51978,0,0,0.52921,56.06068,0.51863,0,0,0.17642,0,0,0.00568,0.76475,0,0,0,0,0,0,0,4.51527,0,1.11779,6.51081,3.99194,0.424,0.0712,1.87304,0.07464,0.14563,0,0.02722,3.71882,0,4.8754,2.06991,0.35524,0,0.74569,0,0,0,0,0,5.6301,0,0,0,0.32104,0,0,0,0,0,0.07112,0.60565,0,0,0,0,0,0,0,0.04131,0.02182,0,0,0.86517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0
0,1.93607,0,0,0,0,0.00582,0.00299,0,0,0,0.19461,0,0,0,0,0,25.89237,0.07488,7.4939,0,1.66402,3.75112,0,0,0,0.23481,4.70994,0,0,0,0,0,0,0,0.11563,0,0,0,0.50524,0,0.00237,6.45589,0.00103,0.34342,0.39677,0.15132,0.7715,0.28255,0.63308,0.0349,0,0,0.35041,1.50272,0.0365,7.9324,28.30743,0,0,0.39808,0.00905,0,0,0,0,0.00284,0,0,0.04156,0.02418,0,0,0,0.02526,0.02898,0,0.26192,0,0.43786,0.11118,0,0,0,0,4.8272,0,0,0,0.00115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.04835,0,0.11411,0,0.00607,0.01403,0,0,23.09527,0.21805,3.5399,0.02172,1.76558,7.25905,0,0,0,0,3.77482,0.00342,0,0,0,0,0,0.05307,1.3937,0,0,0,0,0.0104,0.01715,15.02228,0.08785,2.69169,20.37159,3.1443,0.27975,1.13457,5.39125,0.15905,0.01202,0.00101,0.06679,2.67517,0.03059,1.18278,2.68646,0,0.03503,0.13845,0.05979,0.00278,0,0.02887,0,0,0,0.01614,0.03071,0.0104,0,0,0.08551,0,0.22452,0,0,0,0.17387,0.01058,0,0,0,0,0,0,0,0,0.00398,0,0,0.08444,0,0,0,0.00838,0.00451,0,0,0,0,0,0,0,0,0,0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0.00911,0,0,0,0,0,0,0,0.01669,0,0,0,0,0,0,0.00112,0,0,0,0,0,0,2.75416,0,0,0,0,0,0,0,0,0,0,0,0.01353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01418,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.32971,0,0,0,0,0,0.47458,0,0.00077,0,0.15974,0,0,0.00874,0,0,25.70674,2.65168,0.7292,0.18596,2.05169,1.57226,0,0,0,0,16.64527,0,0,0,0,0,0,0.0048,2.48131,0,0,0,0,0,0.00578,6.39349,0.01564,1.60547,0.21733,1.51045,0.65861,0.79686,3.80432,0.24876,0,0,0.41019,3.8125,0.00371,2.29588,14.07721,0,0,1.82138,0.00456,0,0,0.0658,0,0,6.90828,0.05521,0.22014,0.0048,0,0.00372,0.00173,0.03122,0,1.12965,0.24192,0,0.44447,0.00774,0,0,0,0,0.02019,0,0,0,0.01289,0,0,0.05629,0,0,0.00511,0.01305,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0,0,0.01072,0,0,0,0,0,0,0,0,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03903,0,0,0.00565,0,0,0,0,0,0,0.01466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0,0,0
0,0.16961,0.01233,0,0,0,0,0.50453,0,0.01131,0,0.18066,0,0,0,0.00106,0,9.17865,0.40535,0.15742,0.00793,0.38088,2.28176,0,0,2.34022,0.00289,5.53398,0,0,0.17024,0,0,0,0.02397,0.2311,0,0,0,1.5648,0.00425,0.02754,20.85867,0.01341,1.71339,35.85001,0.57801,0.46393,1.41267,1.27009,0.43983,0.01255,0.00098,0.22989,3.58394,0.02831,2.20495,4.06723,1.1966,0,0.12139,0.03846,0,0,0,0,1.47664,0,0.01727,0.00641,0.021,0,0,0.00264,0.0228,0.01577,0.5769,0,0,0.16718,0.07725,0,0,0,0,0.12814,0,0,0,0.00849,0,0,0.08215,0,0,0,0,0,0.01122,0,0,0,0,0,0,0,0,0,0,0.00424,0,0,0,0,0.01074,0,0,0,0,0,0,0.01427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912,0,0,0,0,0,0,0,0,0,0,0.03923,0,0,0.00756,0,0.01137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1.52294,0,0.00974,0,0.40255,0,0,0.00322,0.03269,0,9.89057,1.34012,4.63335,0,0.57411,5.5428,0,0,0,0,18.18288,0.00598,0,0,0,0,0,0.23071,0.13561,0,0,0,0,0.0173,0.01179,1.87017,0.0324,1.14969,0.16595,0.94228,1.50937,0.10849,1.53696,0.54792,0,0,0.28577,16.03438,0.00738,5.14181,7.66698,1.21202,0,0,0.0375,0,0,0,7.00164,3.1297,0,6.40476,0.10155,0.05364,0,0,0.04372,0.02254,0.06871,0.03316,1.15748,0,0.72285,0.04046,0.00083,0,0,0,0.02176,0,0,0,0,0,0,0.2948,0,0,0,0.0404,0,0,0,0,0,0,0,0,0,0,0,0,0.00918,0,0,0.00948,0,0,0,0,0,0,0,0,0.01883,0,0,0,0,0,0,0,0,0.00239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01954,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.07321,0,0.00394,0,0.05177,0,0,0,0.00631,0,10.10247,0.0189,0.29747,0.01526,0.23595,1.76821,0,0,0.41338,67.52416,0.91804,0,0,0,0,0,0,0.01257,0.05065,0,0,0,0,0.00443,0,1.74009,0.01369,1.13145,0.22507,0.34606,0.09923,0.21192,3.32742,0.17651,0.01041,0,0.03859,1.64988,0.00223,0.54222,1.87458,0,0,0.27656,0.01762,0,0,0,0,4.45536,0,0.77915,0,0,0,0,0.01947,0,0.01647,1.25264,0,0,0.01348,0,0,0,0,0,0,0,0,0,0,0,0,0.02045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545,0.02383,0,0.01677,0,0,0,0,0.01506,0,0,0,0,0,0,0,0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02725,0,0,0,0,0.00796,0.02169,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.2667,0,0,0,0.51514,0,0,0,0.00299,0.04,18.09402,0.3189,2.06221,0.14976,0.67231,4.62038,0,0,0,30.34806,5.94657,0.00127,0,0.00243,0,0,0,0.01975,0.03706,0,0,0,0,0.03368,0.01238,18.36692,0.01341,1.11617,0.06937,1.11514,0.34794,0.17758,1.53933,0.83068,0.01196,0,0.07954,7.22176,0.03328,0.93478,2.47992,0,0,0,0.01776,0,0,0.03043,0,0,0,0,0.02444,0.00437,0,0,0.00652,0,0.24804,1.64366,0,0,0.41922,0.01837,0,0,0,0,0.02357,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02052,0,0.028,0,0,0,0,0.00346,0,0.00453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621,0,0
0,0,0,0,0.01019,0,0.01405,6.32834,0,0.51178,0.00292,1.62904,0,0.20624,0.42224,0.01015,0,5.11557,1.07553,3.37146,0,0.78156,0.02331,0,0,0,0.10982,4.84317,0.00959,0,0,0,0,0,2.58895,4.98582,0,0,0,0,0.00826,0.02197,5.60463,0.06962,2.79456,0.07266,3.73484,1.82805,1.09502,11.59545,1.04235,0.03181,0,0.2978,16.27296,0.01424,8.80961,11.58937,0,0.0051,0.36046,0.02769,0.00531,0.00208,0.01401,0,0,0,0,0.06499,0.10489,0,0,0.05537,0.01827,0.22313,0.00389,0,0,0.62103,0.02335,0,0,0,0,0.73639,0,0,0.00265,0.57979,0,0,0.16058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606,0,0.00786,0,0,0,0,0,0,0.03615,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.67334,0,0,0,0,0,0.01642,0,0,0,80.74205,0,0,0,0,0.053,0,0,0,0.01978,0,0,0,0,0,0,0,0.24974,2.41345,0,0,0,0.05173,0.03913,0,0.47078,0.0215,1.76698,0,0.13969,0.19958,0.29773,0.01347,0,0.02772,0,0,0.00054,0,0,0.45393,0,0.02036,0.00657,0,0,0,0,0,0,9.35138,0.00111,0.00614,0.3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3595,0,0,0,0.00524,0,0,2.22068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02064,0,0.01036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.42574,0,0.05994,0,0.50545,0,0.00638,0.01742,0,0,21.76842,0.20008,1.61895,0.01988,0.77692,0.93303,0,0,0,0,1.72861,0,0,0.00088,0,0,0,0.02326,0.23598,0,0,0,0.00165,0.06527,0,20.24767,1.2704,13.62986,0.01641,2.16516,2.51598,2.91805,4.23551,0.75841,0.03113,0,0.12001,0.48741,0,11.28839,8.48279,0,0.02528,0.62288,0.26054,0.00143,0,0,0,1.89982,0.0077,0,0.0106,0,0.00052,0,0.04962,0,0.02048,0,0,0,0.122,0.0065,0,0,0,0,0.16118,0,0,0,0,0,0,0.13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01187,0,0.00673,0,0.00026,0,0,0,0,0.00393,0,0,0.00124,0,0,0,0,0.09693,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.23014,0.00266,0.05077,0,0.30674,0,0.00569,0.00627,0,0,23.97479,2.33109,4.67502,0.06799,0.25621,2.26867,0,0,2.81204,0.00776,14.16076,0,0,0,0,0,0,0.01418,0.18412,0,0,0,0,0.05606,0.01206,6.56001,0.14041,1.24613,0.00245,0.27431,0.80839,0.40774,3.17302,1.19618,0.02444,0,0.25761,14.9234,0.00817,3.8081,9.5176,0,0.48932,0.00437,0.15709,0,0,0.00329,0,0,0.00173,0,0.00937,0.02628,0,0,0.02314,0,0.00806,0.73904,0,0,0.68214,0,0,0,0,0,0.13253,0,0,0,0.00494,0,0,1.89458,0,0,0,0.01278,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.01728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01898,0,0,0,0,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.04028,0,0.01316,0,0.14722,0,0,0,0.00251,0,11.70297,0.91173,0.62667,0.05943,0.49019,4.15848,0,0,0,36.92441,4.17361,0,0,0,0,0,0,0.0298,1.5844,0,0,0,0,0,0,9.13978,0.04223,0.64549,0.0393,3.35611,0.69221,3.14704,1.00014,0.20235,0.02982,0,0.10642,4.05768,0.00322,1.42138,6.74868,0.00605,0,0.28499,0.01495,0,0,0,0,4.85739,0,0,0.00762,0,0,0,0,0,0,1.63713,0,0,0.34681,0.33283,0,0,0.84066,0,0.11753,0,0,0,0.00042,0,0,0.0249,0,0,0,0.00519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
